Date,Ptotal
21.05.12,213649
20.05.12,224881
19.05.12,262332
18.05.12,257470
17.05.12,212097
16.05.12,121095
15.05.12,226443
14.05.12,155958
13.05.12,200239
12.05.12,192700
11.05.12,76720
10.05.12,109935
09.05.12,241624
08.05.12,273088
07.05.12,214433
06.05.12,234865
05.05.12,236523
04.05.12,240744
03.05.12,148885
02.05.12,190194
01.05.12,269642
30.04.12,184429
29.04.12,256587
28.04.12,257465
27.04.12,177790
26.04.12,240133
25.04.12,219371
24.04.12,219656
23.04.12,174445
22.04.12,184683
21.04.12,127181
20.04.12,224801
19.04.12,137626
18.04.12,138398
17.04.12,244621
16.04.12,223003
15.04.12,146356
14.04.12,143754
13.04.12,194815
12.04.12,246455
11.04.12,141740
10.04.12,129578
09.04.12,234902
08.04.12,217375
07.04.12,221830
06.04.12,200915
05.04.12,123895
04.04.12,237035
03.04.12,245699
02.04.12,94387
01.04.12,183620
31.03.12,196602
30.03.12,180889
29.03.12,206905
28.03.12,97068
27.03.12,239044
26.03.12,183512
25.03.12,216737
24.03.12,215905
23.03.12,221662
22.03.12,169496
21.03.12,213806
20.03.12,211299
19.03.12,220672
18.03.12,228682
17.03.12,171833
16.03.12,146837
15.03.12,110329
14.03.12,35596
13.03.12,77874
12.03.12,68034
11.03.12,152354
10.03.12,154143
09.03.12,121639
08.03.12,162735
07.03.12,1446
07.03.12,70414
06.03.12,28283
05.03.12,22685
04.03.12,7738
03.03.12,3668
02.03.12,2162
01.03.12,43
29.02.12,0
28.02.12,1340
27.02.12,110328
26.02.12,152823
25.02.12,69200
24.02.12,139614
23.02.12,147599
22.02.12,134188
21.02.12,176808
20.02.12,171908
19.02.12,170332
18.02.12,112373
17.02.12,72
16.02.12,115349
15.02.12,67323
14.02.12,18937
13.02.12,92352
12.02.12,79784
11.02.12,33057
10.02.12,976
09.02.12,20704
08.02.12,34343
07.02.12,10240
06.02.12,39030
05.02.12,16240
04.02.12,3635
03.02.12,157
02.02.12,1405
01.02.12,2421
31.01.12,2350
30.01.12,1266
29.01.12,565
28.01.12,188
27.01.12,0
26.01.12,1664
25.01.12,0
24.01.12,8360
23.01.12,7052
22.01.12,1575
21.01.12,553
20.01.12,4262
19.01.12,4890
18.01.12,2191
17.01.12,1251
16.01.12,294
15.01.12,0
14.01.12,68646
13.01.12,115287
12.01.12,18859
11.01.12,48429
10.01.12,7874
09.01.12,15569
08.01.12,42398
07.01.12,46029
06.01.12,113216
05.01.12,91579
04.01.12,100813
03.01.12,96875
02.01.12,37416
01.01.12,4901
31.12.11,12458
30.12.11,53961
29.12.11,33157
28.12.11,32999
27.12.11,72616
26.12.11,37135
25.12.11,30688
24.12.11,20878
23.12.11,36684
22.12.11,91850
30.12.11,53236
06.06.12,161751
05.06.12,212938
05.06.12,245317
04.06.12,191848
03.06.12,229641
02.06.12,233947
01.06.12,281032
31.05.12,192427
30.05.12,189949
29.05.12,206305
28.05.12,200260
27.05.12,207759
27.05.12,189725
26.05.12,114273
25.05.12,136609
24.05.12,210766
23.05.12,226557
22.05.12,240183
21.05.12,209669
20.05.12,196656
19.05.12,202327
18.05.12,231115
18.05.12,222456
17.05.12,187307
16.05.12,107803
15.05.12,198551
14.05.12,168694
13.05.12,171343
12.05.12,174727
11.05.12,114300
10.05.12,75513
09.05.12,127844
09.05.12,217594
08.05.12,241433
07.05.12,191520
06.05.12,214652
05.05.12,236220
04.05.12,214407
03.05.12,159980
02.05.12,153820
01.05.12,187373
30.04.12,201356
30.04.12,189957
29.04.12,227017
28.04.12,230189
27.04.12,172452
26.04.12,228941
25.04.12,212124
24.04.12,199420
23.04.12,168426
22.04.12,147864
21.04.12,146962
21.04.12,123396
20.04.12,195751
19.04.12,128693
18.04.12,120124
17.04.12,227176
16.04.12,202799
15.04.12,153001
14.04.12,129519
13.04.12,138321
12.04.12,185021
12.04.12,206732
11.04.12,125382
10.04.12,115143
09.04.12,205861
08.04.12,220737
07.04.12,197089
06.04.12,185372
05.04.12,142052
04.04.12,141925
03.04.12,212797
03.04.12,201137
02.04.12,83503
01.04.12,163605
31.03.12,179990
30.03.12,183629
29.03.12,179209
28.03.12,119446
27.03.12,152641
26.03.12,186418
25.03.12,171078
25.03.12,192852
24.03.12,191414
23.03.12,197223
22.03.12,161863
21.03.12,205340
20.03.12,188197
19.03.12,193534
18.03.12,199182
17.03.12,177060
16.03.12,146767
16.03.12,127868
15.03.12,97582
14.03.12,31362
13.03.12,69288
12.03.12,60184
11.03.12,111250
10.03.12,139228
09.03.12,125868
08.03.12,87957
07.03.12,148684
07.03.12,1394
07.03.12,69020
06.03.12,28283
05.03.12,22582
04.03.12,1888
03.03.12,6233
02.03.12,3581
01.03.12,1969
29.02.12,43
28.02.12,75
28.02.12,12511
27.02.12,99082
26.02.12,152823
25.02.12,64754
24.02.12,112154
23.02.12,128949
22.02.12,124458
21.02.12,134792
20.02.12,152976
19.02.12,156213
19.02.12,149023
18.02.12,98703
17.02.12,72
16.02.12,105949
15.02.12,53348
14.02.12,30777
13.02.12,30325
12.02.12,73756
11.02.12,79590
10.02.12,33057
10.02.12,1154
09.02.12,20526
08.02.12,34343
07.02.12,8738
06.02.12,30349
05.02.12,20105
04.02.12,7391
03.02.12,2573
02.02.12,146
01.02.12,1405
01.02.12,2421
31.01.12,2350
30.01.12,1266
29.01.12,524
28.01.12,175
27.01.12,54
26.01.12,520
25.01.12,1144
24.01.12,466
23.01.12,8241
23.01.12,6732
22.01.12,1548
21.01.12,553
20.01.12,4080
19.01.12,3684
18.01.12,2494
17.01.12,1553
16.01.12,818
15.01.12,259
14.01.12,13827
14.01.12,65803
13.01.12,104303
12.01.12,18859
11.01.12,45345
10.01.12,8668
09.01.12,12986
08.01.12,29376
07.01.12,39282
06.01.12,58662
05.01.12,97963
05.01.12,83110
04.01.12,90515
03.01.12,96875
02.01.12,34496
01.01.12,6723
31.12.11,9565
30.12.11,35110
29.12.11,38698
28.12.11,28196
27.12.11,37297
27.12.11,61541
26.12.11,33017
25.12.11,30688
24.12.11,19444
23.12.11,29537
22.12.11,68214
30.12.11,62922
20.12.11,44726
